query_id,doc_id,candidate_skills,candidate_experience_years,candidate_summary,job_title,job_required_skills,job_required_experience,job_remote_policy,shared_skill_count_HINT,stratum_HINT,grade_annotator1,grade_annotator2,adjudicated_grade,annotator_rationale
cv_12,job_08,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_12,job_09,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_12,job_10,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_12,job_11,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_12,job_12,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_12,job_13,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_12,job_14,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_12,job_15,Python; NLP; Transformers,4,NLP engineer experienced in transformer-based language models.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_13,job_01,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_13,job_03,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_13,job_04,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_13,job_05,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_13,job_06,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_13,job_07,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_13,job_08,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_13,job_09,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_13,job_10,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_13,job_11,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_13,job_12,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_13,job_13,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_13,job_14,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_13,job_15,Angular; TypeScript; Frontend Development,3,Frontend engineer skilled in Angular and TypeScript.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_14,job_02,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_14,job_03,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_14,job_05,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_14,job_07,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_14,job_08,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_14,job_09,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_14,job_10,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_14,job_11,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_14,job_12,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_14,job_13,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_14,job_14,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_14,job_15,Python; Statistics; Machine Learning,2,Junior ML engineer with strong statistical background.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_15,job_01,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_15,job_02,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_15,job_03,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_15,job_04,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_15,job_05,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_15,job_06,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_15,job_07,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_15,job_08,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_15,job_09,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_15,job_10,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_15,job_11,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_15,job_12,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_15,job_13,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_15,job_15,C++; Algorithms; System Design,4,Systems engineer experienced in C++ and scalable system design.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_16,job_01,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_16,job_03,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_16,job_04,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_16,job_05,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_16,job_06,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_16,job_07,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_16,job_09,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_16,job_10,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_16,job_11,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_16,job_12,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_16,job_13,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_16,job_14,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_16,job_15,React Native; Mobile Development,3,Mobile app developer specializing in React Native.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_17,job_01,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_17,job_02,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_17,job_03,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_17,job_04,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_17,job_06,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_17,job_08,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_17,job_09,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_17,job_10,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_17,job_11,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_17,job_12,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_17,job_13,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_17,job_14,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_17,job_15,Kubernetes; AWS; CI/CD,4,Cloud DevOps engineer with Kubernetes and AWS experience.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_18,job_02,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_18,job_03,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_18,job_05,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_18,job_07,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_18,job_08,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_18,job_09,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_18,job_10,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_18,job_11,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_18,job_12,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_18,job_13,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_18,job_14,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_18,job_15,Data Science; Python; Scikit-learn,3,Data scientist experienced in predictive modeling.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_19,job_01,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_19,job_02,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_19,job_03,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_19,job_04,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_19,job_05,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_19,job_06,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_19,job_07,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_19,job_08,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_19,job_10,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_19,job_11,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_19,job_12,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_19,job_13,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_19,job_14,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_19,job_15,Cybersecurity; Network Security; Penetration Testing,5,Cybersecurity specialist focused on network security and threat analysis.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_20,job_01,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_20,job_02,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_20,job_03,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_20,job_04,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_20,job_05,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_20,job_06,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_20,job_07,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_20,job_08,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_20,job_09,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_20,job_10,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_20,job_12,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_20,job_13,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_20,job_14,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_20,job_15,Product Management; Agile; Roadmapping,6,Product manager experienced in agile development and roadmap planning.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_21,job_02,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_21,job_03,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_21,job_05,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_21,job_07,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_21,job_08,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_21,job_09,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_21,job_10,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_21,job_11,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_21,job_12,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_21,job_13,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_21,job_14,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_21,job_15,Python; Flask; Backend Development,2,Backend developer experienced in Flask and REST APIs.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_22,job_01,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_22,job_02,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_22,job_03,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_22,job_05,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_22,job_06,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_22,job_07,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_22,job_08,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_22,job_09,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_22,job_10,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_22,job_11,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_22,job_12,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_22,job_13,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_22,job_14,Tableau; Data Analytics; SQL,3,Data analyst skilled in Tableau dashboards and SQL queries.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_23,job_01,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_23,job_02,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_23,job_03,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_23,job_04,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_23,job_05,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_23,job_06,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,NLP Engineer,Python; NLP; Transformers,3,True,0,easy_negative,,,,
cv_23,job_07,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_23,job_09,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_23,job_10,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_23,job_11,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_23,job_12,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_23,job_13,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_23,job_14,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_23,job_15,Android; Kotlin; Mobile Development,4,Android developer with strong Kotlin experience.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_24,job_02,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_24,job_03,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
cv_24,job_04,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Data Analyst,Python; Pandas,1,True,0,easy_negative,,,,
cv_24,job_05,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,DevOps Engineer,Docker; Kubernetes,4,False,0,easy_negative,,,,
cv_24,job_07,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Cloud Architect,AWS; Terraform,5,False,0,easy_negative,,,,
cv_24,job_08,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Mobile Developer,React Native; Mobile Development,2,True,0,easy_negative,,,,
cv_24,job_09,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Cybersecurity Engineer,Cybersecurity; Network Security,4,False,0,easy_negative,,,,
cv_24,job_10,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Data Engineer,Spark; Hadoop,3,False,0,easy_negative,,,,
cv_24,job_11,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Product Manager,Product Management; Agile,5,True,0,easy_negative,,,,
cv_24,job_12,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Blockchain Developer,Blockchain; Solidity,3,False,0,easy_negative,,,,
cv_24,job_13,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,UI/UX Designer,UI/UX; Figma,2,True,0,easy_negative,,,,
cv_24,job_14,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Systems Engineer,C++; System Design,3,False,0,easy_negative,,,,
cv_24,job_15,Deep Learning; Computer Vision; PyTorch,3,Computer vision engineer with PyTorch expertise.,Business Intelligence Analyst,SQL; Power BI,2,True,0,easy_negative,,,,
cv_25,job_01,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Machine Learning Engineer,Python; Machine Learning; TensorFlow,2,True,0,easy_negative,,,,
cv_25,job_02,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Frontend Developer,React; JavaScript,1,True,0,easy_negative,,,,
cv_25,job_03,Blockchain; Solidity; Smart Contracts,4,Blockchain developer experienced in Solidity smart contracts.,Backend Engineer,Java; Spring Boot,3,False,0,easy_negative,,,,
